UNIPROT	REACTION_STID	REACTION_DISPLAY_NAME	PATHWAY_STID	PATHWAY_DISPLAY_NAME
Q9UQ16	R-HSA-8871194	RAB5 and GAPVD1 bind AP-2	R-HSA-5653656	Vesicle-mediated transport
Q9UQ16	R-HSA-8871194	RAB5 and GAPVD1 bind AP-2	R-HSA-199991	Membrane Trafficking
Q9UQ16	R-HSA-8871194	RAB5 and GAPVD1 bind AP-2	R-HSA-8856828	Clathrin-mediated endocytosis
Q9UQ16	R-HSA-8868658	HSPA8-mediated ATP hydrolysis promotes vesicle uncoating	R-HSA-5653656	Vesicle-mediated transport
Q9UQ16	R-HSA-8868658	HSPA8-mediated ATP hydrolysis promotes vesicle uncoating	R-HSA-199991	Membrane Trafficking
Q9UQ16	R-HSA-8868658	HSPA8-mediated ATP hydrolysis promotes vesicle uncoating	R-HSA-8856828	Clathrin-mediated endocytosis
Q9UQ16	R-HSA-8868660	Auxilin recruits HSPA8:ATP to the clathrin-coated vesicle	R-HSA-5653656	Vesicle-mediated transport
Q9UQ16	R-HSA-8868660	Auxilin recruits HSPA8:ATP to the clathrin-coated vesicle	R-HSA-199991	Membrane Trafficking
Q9UQ16	R-HSA-8868660	Auxilin recruits HSPA8:ATP to the clathrin-coated vesicle	R-HSA-8856828	Clathrin-mediated endocytosis
Q9UQ16	R-HSA-8868659	Clathrin recruits auxilins to the clathrin-coated vesicle	R-HSA-5653656	Vesicle-mediated transport
Q9UQ16	R-HSA-8868659	Clathrin recruits auxilins to the clathrin-coated vesicle	R-HSA-199991	Membrane Trafficking
Q9UQ16	R-HSA-8868659	Clathrin recruits auxilins to the clathrin-coated vesicle	R-HSA-8856828	Clathrin-mediated endocytosis
Q9UQ16	R-HSA-8868661	Dynamin-mediated GTP hydrolysis promotes vesicle scission	R-HSA-5653656	Vesicle-mediated transport
Q9UQ16	R-HSA-8868661	Dynamin-mediated GTP hydrolysis promotes vesicle scission	R-HSA-199991	Membrane Trafficking
Q9UQ16	R-HSA-8868661	Dynamin-mediated GTP hydrolysis promotes vesicle scission	R-HSA-8856828	Clathrin-mediated endocytosis
Q9UQ16	R-HSA-8868648	SYNJ hydrolyze PI(4,5)P2 to PI(4)P	R-HSA-5653656	Vesicle-mediated transport
Q9UQ16	R-HSA-8868648	SYNJ hydrolyze PI(4,5)P2 to PI(4)P	R-HSA-199991	Membrane Trafficking
Q9UQ16	R-HSA-8868648	SYNJ hydrolyze PI(4,5)P2 to PI(4)P	R-HSA-8856828	Clathrin-mediated endocytosis
Q9UQ16	R-HSA-8868651	Endophilins recruit synaptojanins to the clathrin-coated pit	R-HSA-5653656	Vesicle-mediated transport
Q9UQ16	R-HSA-8868651	Endophilins recruit synaptojanins to the clathrin-coated pit	R-HSA-199991	Membrane Trafficking
Q9UQ16	R-HSA-8868651	Endophilins recruit synaptojanins to the clathrin-coated pit	R-HSA-8856828	Clathrin-mediated endocytosis
Q9UQ16	R-HSA-8868236	BAR domain proteins recruit dynamin	R-HSA-5653656	Vesicle-mediated transport
Q9UQ16	R-HSA-8868236	BAR domain proteins recruit dynamin	R-HSA-199991	Membrane Trafficking
Q9UQ16	R-HSA-8868236	BAR domain proteins recruit dynamin	R-HSA-8856828	Clathrin-mediated endocytosis
Q9Y2I7	R-HSA-1676005	PI(3,5)P2 is dephosphorylated to PI3P by FIG4 at the Golgi membrane	R-HSA-1430728	Metabolism
Q9Y2I7	R-HSA-1676005	PI(3,5)P2 is dephosphorylated to PI3P by FIG4 at the Golgi membrane	R-HSA-556833	Metabolism of lipids
Q9Y2I7	R-HSA-1676005	PI(3,5)P2 is dephosphorylated to PI3P by FIG4 at the Golgi membrane	R-HSA-1483257	Phospholipid metabolism
Q9Y2I7	R-HSA-1676005	PI(3,5)P2 is dephosphorylated to PI3P by FIG4 at the Golgi membrane	R-HSA-1483255	PI Metabolism
Q9Y2I7	R-HSA-1676005	PI(3,5)P2 is dephosphorylated to PI3P by FIG4 at the Golgi membrane	R-HSA-1660514	Synthesis of PIPs at the Golgi membrane
Q9Y2I7	R-HSA-1675921	PI3P is phosphorylated to PI(3,5)P2 by PIKFYVE at the Golgi membrane	R-HSA-1430728	Metabolism
Q9Y2I7	R-HSA-1675921	PI3P is phosphorylated to PI(3,5)P2 by PIKFYVE at the Golgi membrane	R-HSA-556833	Metabolism of lipids
Q9Y2I7	R-HSA-1675921	PI3P is phosphorylated to PI(3,5)P2 by PIKFYVE at the Golgi membrane	R-HSA-1483257	Phospholipid metabolism
Q9Y2I7	R-HSA-1675921	PI3P is phosphorylated to PI(3,5)P2 by PIKFYVE at the Golgi membrane	R-HSA-1483255	PI Metabolism
Q9Y2I7	R-HSA-1675921	PI3P is phosphorylated to PI(3,5)P2 by PIKFYVE at the Golgi membrane	R-HSA-1660514	Synthesis of PIPs at the Golgi membrane
Q9Y2I7	R-HSA-1676168	PI3P is phosphorylated to PI(3,5)P2 by PIKFYVE at the early endosome membrane	R-HSA-1430728	Metabolism
Q9Y2I7	R-HSA-1676168	PI3P is phosphorylated to PI(3,5)P2 by PIKFYVE at the early endosome membrane	R-HSA-556833	Metabolism of lipids
Q9Y2I7	R-HSA-1676168	PI3P is phosphorylated to PI(3,5)P2 by PIKFYVE at the early endosome membrane	R-HSA-1483257	Phospholipid metabolism
Q9Y2I7	R-HSA-1676168	PI3P is phosphorylated to PI(3,5)P2 by PIKFYVE at the early endosome membrane	R-HSA-1483255	PI Metabolism
Q9Y2I7	R-HSA-1676168	PI3P is phosphorylated to PI(3,5)P2 by PIKFYVE at the early endosome membrane	R-HSA-1660516	Synthesis of PIPs at the early endosome membrane
Q9Y2I7	R-HSA-1676174	PI(3,5)P2 is dephosphorylated to PI3P by FIG4 at the early endosome membrane	R-HSA-1430728	Metabolism
Q9Y2I7	R-HSA-1676174	PI(3,5)P2 is dephosphorylated to PI3P by FIG4 at the early endosome membrane	R-HSA-556833	Metabolism of lipids
Q9Y2I7	R-HSA-1676174	PI(3,5)P2 is dephosphorylated to PI3P by FIG4 at the early endosome membrane	R-HSA-1483257	Phospholipid metabolism
Q9Y2I7	R-HSA-1676174	PI(3,5)P2 is dephosphorylated to PI3P by FIG4 at the early endosome membrane	R-HSA-1483255	PI Metabolism
Q9Y2I7	R-HSA-1676174	PI(3,5)P2 is dephosphorylated to PI3P by FIG4 at the early endosome membrane	R-HSA-1660516	Synthesis of PIPs at the early endosome membrane
Q9Y2I7	R-HSA-1675910	PI3P is phosphorylated to PI(3,5)P2 by PIKFYVE at the late endosome membrane	R-HSA-1430728	Metabolism
Q9Y2I7	R-HSA-1675910	PI3P is phosphorylated to PI(3,5)P2 by PIKFYVE at the late endosome membrane	R-HSA-556833	Metabolism of lipids
Q9Y2I7	R-HSA-1675910	PI3P is phosphorylated to PI(3,5)P2 by PIKFYVE at the late endosome membrane	R-HSA-1483257	Phospholipid metabolism
Q9Y2I7	R-HSA-1675910	PI3P is phosphorylated to PI(3,5)P2 by PIKFYVE at the late endosome membrane	R-HSA-1483255	PI Metabolism
Q9Y2I7	R-HSA-1675910	PI3P is phosphorylated to PI(3,5)P2 by PIKFYVE at the late endosome membrane	R-HSA-1660517	Synthesis of PIPs at the late endosome membrane
Q9Y2I7	R-HSA-1676020	PI(3,5)P2 is dephosphorylated to PI3P by FIG4 at the late endosome membrane	R-HSA-1430728	Metabolism
Q9Y2I7	R-HSA-1676020	PI(3,5)P2 is dephosphorylated to PI3P by FIG4 at the late endosome membrane	R-HSA-556833	Metabolism of lipids
Q9Y2I7	R-HSA-1676020	PI(3,5)P2 is dephosphorylated to PI3P by FIG4 at the late endosome membrane	R-HSA-1483257	Phospholipid metabolism
Q9Y2I7	R-HSA-1676020	PI(3,5)P2 is dephosphorylated to PI3P by FIG4 at the late endosome membrane	R-HSA-1483255	PI Metabolism
Q9Y2I7	R-HSA-1676020	PI(3,5)P2 is dephosphorylated to PI3P by FIG4 at the late endosome membrane	R-HSA-1660517	Synthesis of PIPs at the late endosome membrane
Q9Y2I7	R-HSA-1675866	PI is phosphorylated to PI5P by PIKFYVE at the late endosome membrane	R-HSA-1430728	Metabolism
Q9Y2I7	R-HSA-1675866	PI is phosphorylated to PI5P by PIKFYVE at the late endosome membrane	R-HSA-556833	Metabolism of lipids
Q9Y2I7	R-HSA-1675866	PI is phosphorylated to PI5P by PIKFYVE at the late endosome membrane	R-HSA-1483257	Phospholipid metabolism
Q9Y2I7	R-HSA-1675866	PI is phosphorylated to PI5P by PIKFYVE at the late endosome membrane	R-HSA-1483255	PI Metabolism
Q9Y2I7	R-HSA-1675866	PI is phosphorylated to PI5P by PIKFYVE at the late endosome membrane	R-HSA-1660517	Synthesis of PIPs at the late endosome membrane
Q9Y2J2	R-HSA-6797568	NRXNs bind CASK:Protein 4.1	R-HSA-112316	Neuronal System
Q9Y2J2	R-HSA-6797568	NRXNs bind CASK:Protein 4.1	R-HSA-6794362	Protein-protein interactions at synapses
Q9Y2J2	R-HSA-6797568	NRXNs bind CASK:Protein 4.1	R-HSA-6794361	Neurexins and neuroligins
Q9Y2J2	R-HSA-6797553	Protein 4.1 binds CASK	R-HSA-112316	Neuronal System
Q9Y2J2	R-HSA-6797553	Protein 4.1 binds CASK	R-HSA-6794362	Protein-protein interactions at synapses
Q9Y2J2	R-HSA-6797553	Protein 4.1 binds CASK	R-HSA-6794361	Neurexins and neuroligins
Q9Y385	R-HSA-983152	Transfer of ubiquitin from E1 to E2	R-HSA-168256	Immune System
Q9Y385	R-HSA-983152	Transfer of ubiquitin from E1 to E2	R-HSA-1280218	Adaptive Immune System
Q9Y385	R-HSA-983152	Transfer of ubiquitin from E1 to E2	R-HSA-983169	Class I MHC mediated antigen processing & presentation
Q9Y385	R-HSA-983152	Transfer of ubiquitin from E1 to E2	R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation
Q9Y385	R-HSA-983140	Transfer of Ub from E2 to substrate and release of E2	R-HSA-168256	Immune System
Q9Y385	R-HSA-983140	Transfer of Ub from E2 to substrate and release of E2	R-HSA-1280218	Adaptive Immune System
Q9Y385	R-HSA-983140	Transfer of Ub from E2 to substrate and release of E2	R-HSA-983169	Class I MHC mediated antigen processing & presentation
Q9Y385	R-HSA-983140	Transfer of Ub from E2 to substrate and release of E2	R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation
Q9Y385	R-HSA-983157	Interaction of E3 with substrate and E2-Ub complex	R-HSA-168256	Immune System
Q9Y385	R-HSA-983157	Interaction of E3 with substrate and E2-Ub complex	R-HSA-1280218	Adaptive Immune System
Q9Y385	R-HSA-983157	Interaction of E3 with substrate and E2-Ub complex	R-HSA-983169	Class I MHC mediated antigen processing & presentation
Q9Y385	R-HSA-983157	Interaction of E3 with substrate and E2-Ub complex	R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation
Q9Y490	R-HSA-6803234	Dissociation of paradoxically activated RAS:BRAF complexes	R-HSA-6802957	Oncogenic MAPK signaling
Q9Y490	R-HSA-6803234	Dissociation of paradoxically activated RAS:BRAF complexes	R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF
Q9Y490	R-HSA-6803234	Dissociation of paradoxically activated RAS:BRAF complexes	R-HSA-1643685	Disease
Q9Y490	R-HSA-6803234	Dissociation of paradoxically activated RAS:BRAF complexes	R-HSA-5663202	Diseases of signal transduction
Q9Y490	R-HSA-6803230	Dissociation of moderate activity BRAF complexes	R-HSA-6802957	Oncogenic MAPK signaling
Q9Y490	R-HSA-6803230	Dissociation of moderate activity BRAF complexes	R-HSA-6802946	Signaling by moderate kinase activity BRAF mutants
Q9Y490	R-HSA-6803230	Dissociation of moderate activity BRAF complexes	R-HSA-1643685	Disease
Q9Y490	R-HSA-6803230	Dissociation of moderate activity BRAF complexes	R-HSA-5663202	Diseases of signal transduction
Q9Y490	R-HSA-6803227	Dissociation of high activity BRAF complexes	R-HSA-6802957	Oncogenic MAPK signaling
Q9Y490	R-HSA-6803227	Dissociation of high activity BRAF complexes	R-HSA-6802948	Signaling by high-kinase activity BRAF mutants
Q9Y490	R-HSA-6803227	Dissociation of high activity BRAF complexes	R-HSA-1643685	Disease
Q9Y490	R-HSA-6803227	Dissociation of high activity BRAF complexes	R-HSA-5663202	Diseases of signal transduction
Q9Y490	R-HSA-6803233	Dissociation of oncogenic RAS:RAF complex	R-HSA-6802957	Oncogenic MAPK signaling
Q9Y490	R-HSA-6803233	Dissociation of oncogenic RAS:RAF complex	R-HSA-6802949	Signaling by RAS mutants
Q9Y490	R-HSA-6803233	Dissociation of oncogenic RAS:RAF complex	R-HSA-1643685	Disease
Q9Y490	R-HSA-6803233	Dissociation of oncogenic RAS:RAF complex	R-HSA-5663202	Diseases of signal transduction
Q9Y490	R-HSA-5672980	Dissociation of RAS:RAF complex	R-HSA-5674135	MAP2K and MAPK activation
Q9Y490	R-HSA-5672980	Dissociation of RAS:RAF complex	R-HSA-5673001	RAF/MAP kinase cascade
Q9Y490	R-HSA-5672980	Dissociation of RAS:RAF complex	R-HSA-5684996	MAPK1/MAPK3 signaling
Q9Y490	R-HSA-5672980	Dissociation of RAS:RAF complex	R-HSA-162582	Signal Transduction
Q9Y490	R-HSA-5672980	Dissociation of RAS:RAF complex	R-HSA-5683057	MAPK family signaling cascades
Q9Y490	R-HSA-6802932	Dissociation of BRAF/RAF fusion complex	R-HSA-6802957	Oncogenic MAPK signaling
Q9Y490	R-HSA-6802932	Dissociation of BRAF/RAF fusion complex	R-HSA-6802952	Signaling by BRAF and RAF fusions
Q9Y490	R-HSA-6802932	Dissociation of BRAF/RAF fusion complex	R-HSA-1643685	Disease
Q9Y490	R-HSA-6802932	Dissociation of BRAF/RAF fusion complex	R-HSA-5663202	Diseases of signal transduction
Q9Y490	R-HSA-6802943	RAS:GTP:inactive p-RAF complexes phosphorylate MAP2Ks	R-HSA-6802957	Oncogenic MAPK signaling
Q9Y490	R-HSA-6802943	RAS:GTP:inactive p-RAF complexes phosphorylate MAP2Ks	R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF
Q9Y490	R-HSA-6802943	RAS:GTP:inactive p-RAF complexes phosphorylate MAP2Ks	R-HSA-1643685	Disease
Q9Y490	R-HSA-6802943	RAS:GTP:inactive p-RAF complexes phosphorylate MAP2Ks	R-HSA-5663202	Diseases of signal transduction
Q9Y490	R-HSA-6802942	RAS:GTP:p-RAF complexes paradoxically bind MAP2Ks and MAPKs	R-HSA-6802957	Oncogenic MAPK signaling
Q9Y490	R-HSA-6802942	RAS:GTP:p-RAF complexes paradoxically bind MAP2Ks and MAPKs	R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF
Q9Y490	R-HSA-6802942	RAS:GTP:p-RAF complexes paradoxically bind MAP2Ks and MAPKs	R-HSA-1643685	Disease
Q9Y490	R-HSA-6802942	RAS:GTP:p-RAF complexes paradoxically bind MAP2Ks and MAPKs	R-HSA-5663202	Diseases of signal transduction
Q9Y490	R-HSA-6802918	Activated MAP2Ks phosphorylate MAPKs downstream of inactive BRAF mutants	R-HSA-6802957	Oncogenic MAPK signaling
Q9Y490	R-HSA-6802918	Activated MAP2Ks phosphorylate MAPKs downstream of inactive BRAF mutants	R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF
Q9Y490	R-HSA-6802918	Activated MAP2Ks phosphorylate MAPKs downstream of inactive BRAF mutants	R-HSA-1643685	Disease
Q9Y490	R-HSA-6802918	Activated MAP2Ks phosphorylate MAPKs downstream of inactive BRAF mutants	R-HSA-5663202	Diseases of signal transduction
Q9Y490	R-HSA-6802921	Activated MAP2Ks phosphorylate MAPKs downstream of moderate kinase activity BRAF mutants	R-HSA-6802957	Oncogenic MAPK signaling
Q9Y490	R-HSA-6802921	Activated MAP2Ks phosphorylate MAPKs downstream of moderate kinase activity BRAF mutants	R-HSA-6802946	Signaling by moderate kinase activity BRAF mutants
Q9Y490	R-HSA-6802921	Activated MAP2Ks phosphorylate MAPKs downstream of moderate kinase activity BRAF mutants	R-HSA-1643685	Disease
Q9Y490	R-HSA-6802921	Activated MAP2Ks phosphorylate MAPKs downstream of moderate kinase activity BRAF mutants	R-HSA-5663202	Diseases of signal transduction
Q9Y490	R-HSA-6802919	RAS:GTP:moderate kinase activity p-RAF complexes phosphorylate MAP2Ks	R-HSA-6802957	Oncogenic MAPK signaling
Q9Y490	R-HSA-6802919	RAS:GTP:moderate kinase activity p-RAF complexes phosphorylate MAP2Ks	R-HSA-6802946	Signaling by moderate kinase activity BRAF mutants
Q9Y490	R-HSA-6802919	RAS:GTP:moderate kinase activity p-RAF complexes phosphorylate MAP2Ks	R-HSA-1643685	Disease
Q9Y490	R-HSA-6802919	RAS:GTP:moderate kinase activity p-RAF complexes phosphorylate MAP2Ks	R-HSA-5663202	Diseases of signal transduction
Q9Y490	R-HSA-6802914	RAS:GTP:moderate kinase activity p-RAF complexes bind MAP2Ks and MAPKs	R-HSA-6802957	Oncogenic MAPK signaling
Q9Y490	R-HSA-6802914	RAS:GTP:moderate kinase activity p-RAF complexes bind MAP2Ks and MAPKs	R-HSA-6802946	Signaling by moderate kinase activity BRAF mutants
Q9Y490	R-HSA-6802914	RAS:GTP:moderate kinase activity p-RAF complexes bind MAP2Ks and MAPKs	R-HSA-1643685	Disease
Q9Y490	R-HSA-6802914	RAS:GTP:moderate kinase activity p-RAF complexes bind MAP2Ks and MAPKs	R-HSA-5663202	Diseases of signal transduction
Q9Y490	R-HSA-6802910	Activated MAP2Ks phosphorylate MAPKs downstream of high kinase activity BRAF mutants	R-HSA-6802957	Oncogenic MAPK signaling
Q9Y490	R-HSA-6802910	Activated MAP2Ks phosphorylate MAPKs downstream of high kinase activity BRAF mutants	R-HSA-6802948	Signaling by high-kinase activity BRAF mutants
Q9Y490	R-HSA-6802910	Activated MAP2Ks phosphorylate MAPKs downstream of high kinase activity BRAF mutants	R-HSA-1643685	Disease
Q9Y490	R-HSA-6802910	Activated MAP2Ks phosphorylate MAPKs downstream of high kinase activity BRAF mutants	R-HSA-5663202	Diseases of signal transduction
Q9Y490	R-HSA-6802911	High kinase activity BRAF complexes phosphorylate MAP2Ks	R-HSA-6802957	Oncogenic MAPK signaling
Q9Y490	R-HSA-6802911	High kinase activity BRAF complexes phosphorylate MAP2Ks	R-HSA-6802948	Signaling by high-kinase activity BRAF mutants
Q9Y490	R-HSA-6802911	High kinase activity BRAF complexes phosphorylate MAP2Ks	R-HSA-1643685	Disease
Q9Y490	R-HSA-6802911	High kinase activity BRAF complexes phosphorylate MAP2Ks	R-HSA-5663202	Diseases of signal transduction
Q9Y490	R-HSA-6802912	High kinase activity BRAF mutants bind MAP2Ks and MAPKs	R-HSA-6802957	Oncogenic MAPK signaling
Q9Y490	R-HSA-6802912	High kinase activity BRAF mutants bind MAP2Ks and MAPKs	R-HSA-6802948	Signaling by high-kinase activity BRAF mutants
Q9Y490	R-HSA-6802912	High kinase activity BRAF mutants bind MAP2Ks and MAPKs	R-HSA-1643685	Disease
Q9Y490	R-HSA-6802912	High kinase activity BRAF mutants bind MAP2Ks and MAPKs	R-HSA-5663202	Diseases of signal transduction
Q9Y490	R-HSA-6802926	Mutant RAS:p-RAF complexes phosphorylate MAP2Ks	R-HSA-6802957	Oncogenic MAPK signaling
Q9Y490	R-HSA-6802926	Mutant RAS:p-RAF complexes phosphorylate MAP2Ks	R-HSA-6802949	Signaling by RAS mutants
Q9Y490	R-HSA-6802926	Mutant RAS:p-RAF complexes phosphorylate MAP2Ks	R-HSA-1643685	Disease
Q9Y490	R-HSA-6802926	Mutant RAS:p-RAF complexes phosphorylate MAP2Ks	R-HSA-5663202	Diseases of signal transduction
Q9Y490	R-HSA-6802925	Mutant RAS:p-RAF complexes bind MAP2Ks and MAPKs	R-HSA-6802957	Oncogenic MAPK signaling
Q9Y490	R-HSA-6802925	Mutant RAS:p-RAF complexes bind MAP2Ks and MAPKs	R-HSA-6802949	Signaling by RAS mutants
Q9Y490	R-HSA-6802925	Mutant RAS:p-RAF complexes bind MAP2Ks and MAPKs	R-HSA-1643685	Disease
Q9Y490	R-HSA-6802925	Mutant RAS:p-RAF complexes bind MAP2Ks and MAPKs	R-HSA-5663202	Diseases of signal transduction
Q9Y490	R-HSA-6802922	Activated MAP2Ks phosphorylate MAPKs downstream of oncogenic RAS	R-HSA-6802957	Oncogenic MAPK signaling
Q9Y490	R-HSA-6802922	Activated MAP2Ks phosphorylate MAPKs downstream of oncogenic RAS	R-HSA-6802949	Signaling by RAS mutants
Q9Y490	R-HSA-6802922	Activated MAP2Ks phosphorylate MAPKs downstream of oncogenic RAS	R-HSA-1643685	Disease
Q9Y490	R-HSA-6802922	Activated MAP2Ks phosphorylate MAPKs downstream of oncogenic RAS	R-HSA-5663202	Diseases of signal transduction
Q9Y490	R-HSA-5672978	RAF phosphorylates MAP2K dimer	R-HSA-5674135	MAP2K and MAPK activation
Q9Y490	R-HSA-5672978	RAF phosphorylates MAP2K dimer	R-HSA-5673001	RAF/MAP kinase cascade
Q9Y490	R-HSA-5672978	RAF phosphorylates MAP2K dimer	R-HSA-5684996	MAPK1/MAPK3 signaling
Q9Y490	R-HSA-5672978	RAF phosphorylates MAP2K dimer	R-HSA-162582	Signal Transduction
Q9Y490	R-HSA-5672978	RAF phosphorylates MAP2K dimer	R-HSA-5683057	MAPK family signaling cascades
Q9Y490	R-HSA-5672972	MAP2Ks and MAPKs bind to the activated RAF complex	R-HSA-5674135	MAP2K and MAPK activation
Q9Y490	R-HSA-5672972	MAP2Ks and MAPKs bind to the activated RAF complex	R-HSA-5673001	RAF/MAP kinase cascade
Q9Y490	R-HSA-5672972	MAP2Ks and MAPKs bind to the activated RAF complex	R-HSA-5684996	MAPK1/MAPK3 signaling
Q9Y490	R-HSA-5672972	MAP2Ks and MAPKs bind to the activated RAF complex	R-HSA-162582	Signal Transduction
Q9Y490	R-HSA-5672972	MAP2Ks and MAPKs bind to the activated RAF complex	R-HSA-5683057	MAPK family signaling cascades
Q9Y490	R-HSA-5672973	MAP2Ks phosphorylate MAPKs	R-HSA-5674135	MAP2K and MAPK activation
Q9Y490	R-HSA-5672973	MAP2Ks phosphorylate MAPKs	R-HSA-5673001	RAF/MAP kinase cascade
Q9Y490	R-HSA-5672973	MAP2Ks phosphorylate MAPKs	R-HSA-5684996	MAPK1/MAPK3 signaling
Q9Y490	R-HSA-5672973	MAP2Ks phosphorylate MAPKs	R-HSA-162582	Signal Transduction
Q9Y490	R-HSA-5672973	MAP2Ks phosphorylate MAPKs	R-HSA-5683057	MAPK family signaling cascades
Q9Y490	R-HSA-6802935	MAPKs are phosphorylated downstream of BRAF and RAF fusion dimers	R-HSA-6802957	Oncogenic MAPK signaling
Q9Y490	R-HSA-6802935	MAPKs are phosphorylated downstream of BRAF and RAF fusion dimers	R-HSA-6802952	Signaling by BRAF and RAF fusions
Q9Y490	R-HSA-6802935	MAPKs are phosphorylated downstream of BRAF and RAF fusion dimers	R-HSA-1643685	Disease
Q9Y490	R-HSA-6802935	MAPKs are phosphorylated downstream of BRAF and RAF fusion dimers	R-HSA-5663202	Diseases of signal transduction
Q9Y490	R-HSA-6802933	p-BRAF and RAF fusion dimers phosphorylate MAP2Ks	R-HSA-6802957	Oncogenic MAPK signaling
Q9Y490	R-HSA-6802933	p-BRAF and RAF fusion dimers phosphorylate MAP2Ks	R-HSA-6802952	Signaling by BRAF and RAF fusions
Q9Y490	R-HSA-6802933	p-BRAF and RAF fusion dimers phosphorylate MAP2Ks	R-HSA-1643685	Disease
Q9Y490	R-HSA-6802933	p-BRAF and RAF fusion dimers phosphorylate MAP2Ks	R-HSA-5663202	Diseases of signal transduction
Q9Y490	R-HSA-6802934	p-BRAF and RAF fusion dimers bind MAP2Ks and MAPKs	R-HSA-6802957	Oncogenic MAPK signaling
Q9Y490	R-HSA-6802934	p-BRAF and RAF fusion dimers bind MAP2Ks and MAPKs	R-HSA-6802952	Signaling by BRAF and RAF fusions
Q9Y490	R-HSA-6802934	p-BRAF and RAF fusion dimers bind MAP2Ks and MAPKs	R-HSA-1643685	Disease
Q9Y490	R-HSA-6802934	p-BRAF and RAF fusion dimers bind MAP2Ks and MAPKs	R-HSA-5663202	Diseases of signal transduction
Q9Y490	R-HSA-354149	Interaction of integrin alphaIIb beta3 with Fibrinogen	R-HSA-109582	Hemostasis
Q9Y490	R-HSA-354149	Interaction of integrin alphaIIb beta3 with Fibrinogen	R-HSA-76002	Platelet activation, signaling and aggregation
Q9Y490	R-HSA-354149	Interaction of integrin alphaIIb beta3 with Fibrinogen	R-HSA-76009	Platelet Aggregation (Plug Formation)
Q9Y490	R-HSA-354149	Interaction of integrin alphaIIb beta3 with Fibrinogen	R-HSA-354192	Integrin alphaIIb beta3 signaling
Q9Y490	R-HSA-354149	Interaction of integrin alphaIIb beta3 with Fibrinogen	R-HSA-162582	Signal Transduction
Q9Y490	R-HSA-354149	Interaction of integrin alphaIIb beta3 with Fibrinogen	R-HSA-9006921	Integrin signaling
Q9Y490	R-HSA-377641	Clustering of Integrin alphaIIb beta3 complexes	R-HSA-109582	Hemostasis
Q9Y490	R-HSA-377641	Clustering of Integrin alphaIIb beta3 complexes	R-HSA-76002	Platelet activation, signaling and aggregation
Q9Y490	R-HSA-377641	Clustering of Integrin alphaIIb beta3 complexes	R-HSA-76009	Platelet Aggregation (Plug Formation)
Q9Y490	R-HSA-377641	Clustering of Integrin alphaIIb beta3 complexes	R-HSA-354192	Integrin alphaIIb beta3 signaling
Q9Y490	R-HSA-377641	Clustering of Integrin alphaIIb beta3 complexes	R-HSA-162582	Signal Transduction
Q9Y490	R-HSA-377641	Clustering of Integrin alphaIIb beta3 complexes	R-HSA-9006921	Integrin signaling
Q9Y490	R-HSA-354077	Integrin alphaIIb beta3 activation	R-HSA-109582	Hemostasis
Q9Y490	R-HSA-354077	Integrin alphaIIb beta3 activation	R-HSA-76002	Platelet activation, signaling and aggregation
Q9Y490	R-HSA-354077	Integrin alphaIIb beta3 activation	R-HSA-76009	Platelet Aggregation (Plug Formation)
Q9Y490	R-HSA-354077	Integrin alphaIIb beta3 activation	R-HSA-354192	Integrin alphaIIb beta3 signaling
Q9Y490	R-HSA-354077	Integrin alphaIIb beta3 activation	R-HSA-162582	Signal Transduction
Q9Y490	R-HSA-354077	Integrin alphaIIb beta3 activation	R-HSA-9006921	Integrin signaling
Q9Y490	R-HSA-432096	Activated integrin alphaIIb beta3 binds SHC1	R-HSA-109582	Hemostasis
Q9Y490	R-HSA-432096	Activated integrin alphaIIb beta3 binds SHC1	R-HSA-76002	Platelet activation, signaling and aggregation
Q9Y490	R-HSA-432096	Activated integrin alphaIIb beta3 binds SHC1	R-HSA-76009	Platelet Aggregation (Plug Formation)
Q9Y490	R-HSA-432096	Activated integrin alphaIIb beta3 binds SHC1	R-HSA-354192	Integrin alphaIIb beta3 signaling
Q9Y490	R-HSA-432096	Activated integrin alphaIIb beta3 binds SHC1	R-HSA-162582	Signal Transduction
Q9Y490	R-HSA-432096	Activated integrin alphaIIb beta3 binds SHC1	R-HSA-9006921	Integrin signaling
Q9Y490	R-HSA-354097	Activation of Talin	R-HSA-109582	Hemostasis
Q9Y490	R-HSA-354097	Activation of Talin	R-HSA-76002	Platelet activation, signaling and aggregation
Q9Y490	R-HSA-354097	Activation of Talin	R-HSA-76009	Platelet Aggregation (Plug Formation)
Q9Y490	R-HSA-354097	Activation of Talin	R-HSA-354192	Integrin alphaIIb beta3 signaling
Q9Y490	R-HSA-354097	Activation of Talin	R-HSA-162582	Signal Transduction
Q9Y490	R-HSA-354097	Activation of Talin	R-HSA-9006921	Integrin signaling
Q9Y490	R-HSA-372693	Phosphorylation of p130Cas by SRC-FADK1 complex	R-HSA-109582	Hemostasis
